created_at,id,id_str,text,source,truncated,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,filter_level,lang,timestamp_ms,user_id,user_id_str,user_screen_name,user_location,user_description,user_protected,user_verified,user_followers_count,user_friends_count,user_created_at,entities_screen_name,entities_name,entities_id,entities_id_str,extended_entities,possibly_sensitive,quoted_status_id,quoted_status_id_str,quoted_status,quoted_status_permalink
Tue Dec 08 12:54:38 +0000 2020,1336293108502421506,1336293108502421506,"RT @Frandroid: #Concours JOUR 8 🎁

Gagnez une barre de son Q-Series HW-Q70T + un caisson de basse Samsung 🎶

Pour participer :
1⃣ Tweet #Fr…","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",False,,,,,,,,,,False,low,en,1607432078849,2919750234,2919750234,mireilledr22,,,False,False,537,4981,Fri Dec 05 15:33:33 +0000 2014,Frandroid,Frandroid,25260412,25260412,,,,,,
Tue Dec 08 12:54:39 +0000 2020,1336293110851268610,1336293110851268610,"RT @Redsan: The Queen’s Gambit ❤️

#3D #ZBrush #Arnold #ToyDesign #DanEder #TheQueensGambit #Netflix https://t.co/Sk1FjPOxfn","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",False,,,,,,,,,,False,low,en,1607432079409,2311588763,2311588763,dimtri_G,"Paris, France","Freelance Designer & Instructor, Former @hetic",False,False,386,294,Wed Jan 29 09:52:06 +0000 2014,Redsan,Redsan,6920122,6920122,,False,,,,
Tue Dec 08 12:54:39 +0000 2020,1336293112965001216,1336293112965001216,"RT @_Yukochaan: Lia : since I changed my phone it log out from everything, youtube and Netflix etc","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",False,,,,,,,,,,False,low,en,1607432079913,1253741026440708096,1253741026440708096,ninaoutsangmeh,,,False,False,102,46,Fri Apr 24 17:42:20 +0000 2020,_Yukochaan,Yuko 〽️,1087063815047524355,1087063815047524355,,,,,,
Tue Dec 08 12:54:43 +0000 2020,1336293127003369472,1336293127003369472,"RT @_Rosyeeel_: Pricelist of premium accounts 👇

• NETFLIX
• SPOTIFY
• CRUNCHYROLL
• VIU

🏷️ 1 Month 2 3 Months No Hold Full Warranty Mega…","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",False,,,,,,,,,,False,low,en,1607432083260,1311276873599479808,1311276873599479808,lmd_0916,,,False,False,129,803,Wed Sep 30 12:09:10 +0000 2020,_Rosyeeel_,OPEN | NETFLIX 3 MONTHS @140,1282168806354284549,1282168806354284549,,,,,,
Tue Dec 08 12:54:43 +0000 2020,1336293129566076928,1336293129566076928,RT @3inchesofsnow: Netflix ทำให้เรากล้าดูหนังที่ไม่คิดจะไปดูในโรง และพอดูแล้วก็คิดว่าดีแล้วที่ตอนนั้นไม่ได้ดูในโรง,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",False,,,,,,,,,,False,low,th,1607432083871,1244151248326029312,1244151248326029312,ohmymym_y,,ʀᴜᴀɴɢᴋᴀᴏᴡ | vottom | อั่ยเด้กมุ้จุ้🤏 | 🧸☁️🛏,False,False,36,318,Sun Mar 29 06:36:00 +0000 2020,3inchesofsnow,3 Inches of Snow,25986919,25986919,,,,,,
Tue Dec 08 12:54:44 +0000 2020,1336293130191007745,1336293130191007745,RT @LadyVelvet_HFQ: Going to watch #TheSpy series on #Netflix - your thoughts &amp; opinions ?,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",False,,,,,,,,,,False,low,en,1607432084020,1168204151370600449,1168204151370600449,Mohahmadusman,,,False,False,875,1287,Sun Sep 01 16:49:23 +0000 2019,LadyVelvet_HFQ,Hend F Q,448259967,448259967,,,,,,
Tue Dec 08 12:54:44 +0000 2020,1336293130379948032,1336293130379948032,"RT @netflix: From the makers of Black Mirror comes Death to 2020, the comedy event you'll never forget from the year you don't want to reme…","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",False,,,,,,,,,,False,low,en,1607432084065,322240552,322240552,PurpleKirby,ZZ9 Plural Z Alpha,#NAZISRAUS / female / 28 / gamer / anime lover / cosplayer / #Tsukki / Playstation ΔOX❏ fangirl since 1997 / Hold the door / @hawosyo,False,False,242,621,Wed Jun 22 21:19:50 +0000 2011,netflix,Netflix,16573941,16573941,,,,,,
Tue Dec 08 12:54:44 +0000 2020,1336293132363657217,1336293132363657217,"RT @POLYGONPICTURES: 【12月30日配信開始】
当社がアニメーション制作を担当した『トランスフォーマー: ウォー・フォー・サイバトロン・トリロジー: アースライズ』が、12月30日（水）よりNetflixで全世界配信！
新たに解禁されたトレイラーとともに、配…","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",False,,,,,,,,,,True,low,ja,1607432084538,4741484419,4741484419,OGREATTFs,宮城,"気が向いたらなんかつぶやいたり。たまに愚痴を吐いたり。
主な趣味:トランスフォーマー、特撮、ゴジラ、仮面ライダー、スーパー戦隊、スーパーロボット大戦、
TFや戦隊ロボなどを買い集めたりする
ブルーティカスが好き
心を震わせた作品「魔弾戦記リュウケンドー」",False,False,1032,1492,Mon Jan 11 04:06:43 +0000 2016,POLYGONPICTURES,ポリゴン・ピクチュアズ,158179251,158179251,,,1.3360981651292406e+18,1336098165129240576,1336098165129240576,
Tue Dec 08 12:54:44 +0000 2020,1336293134246977537,1336293134246977537,"RT @prepaidpremiums: DIRECT MAKER &amp; DIRECT TO MAKER
 ~ looking for buyer / active reseller ♡ ~

☆ netflix premium

1 month
solo -- 150
shar…","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",False,,,,,,,,,,False,low,en,1607432084987,1297625253531668480,1297625253531668480,ynaluckyy,sikret,"Life Goes On,Lets Live On.
Gcash no:09202683501",False,False,134,1500,Sun Aug 23 20:02:49 +0000 2020,prepaidpremiums,"nf @ 50, chegg @ 150 | open",1311373440557805569,1311373440557805569,,,,,,
Tue Dec 08 12:54:47 +0000 2020,1336293143369531392,1336293143369531392,RT @3inchesofsnow: Netflix ทำให้เรากล้าดูหนังที่ไม่คิดจะไปดูในโรง และพอดูแล้วก็คิดว่าดีแล้วที่ตอนนั้นไม่ได้ดูในโรง,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",False,,,,,,,,,,False,low,th,1607432087162,347731355,347731355,psnrj_12,South Korea,💗💗💗💗💗💗💗💗💗💗💗,False,False,78,629,Wed Aug 03 08:01:30 +0000 2011,3inchesofsnow,3 Inches of Snow,25986919,25986919,,,,,,
Tue Dec 08 12:54:47 +0000 2020,1336293145999417344,1336293145999417344,RT @3inchesofsnow: Netflix ทำให้เรากล้าดูหนังที่ไม่คิดจะไปดูในโรง และพอดูแล้วก็คิดว่าดีแล้วที่ตอนนั้นไม่ได้ดูในโรง,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",False,,,,,,,,,,False,low,th,1607432087789,967737875608453121,967737875608453121,Mike_Marku,,🌵,False,False,4,64,Sun Feb 25 12:27:44 +0000 2018,3inchesofsnow,3 Inches of Snow,25986919,25986919,,,,,,
Tue Dec 08 12:54:49 +0000 2020,1336293151812669440,1336293151812669440,"RT @angelriegoo: Affordable Premium Accounts ☀️

—netflix
—spotify
—viu premium
—iflix
—youtube premium
—hbo max
—lightroom presets
—gramma…","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",False,,,,,,,,,,False,low,en,1607432089175,1289411218210320384,1289411218210320384,pickaw_van,"Muntinlupa City, National Capi",PICK ME,False,False,145,795,Sat Aug 01 04:03:29 +0000 2020,angelriegoo,Gel,2353786316,2353786316,,,,,,
Tue Dec 08 12:54:49 +0000 2020,1336293154023219203,1336293154023219203,RT @garza_onofre: Este video de 40 segundos de Selena bailando es muchísimo mejor que todos los episodios de la nueva serie de Netflix. htt…,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",False,,,,,,,,,,False,low,es,1607432089702,455105246,455105246,ChangoMacorino,,Soup Nazi 😁,False,False,22,194,Wed Jan 04 18:55:24 +0000 2012,garza_onofre,Tito Garza Onofre,1225131361,1225131361,,,,,,
Tue Dec 08 12:54:49 +0000 2020,1336293154102734848,1336293154102734848,RT @Konemanen: I'm going to have a show on Netflix. Speaking it into existence💫,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",False,,,,,,,,,,False,low,en,1607432089721,59822775,59822775,c0nfuc1us,,"I do tech stuff and talk about humanity. Constantly working to help people understand more about equity, and life choices.",False,False,752,383,Fri Jul 24 16:23:24 +0000 2009,Konemanen,Mariam Akbar🌟,207037658,207037658,,,,,,
Tue Dec 08 12:54:50 +0000 2020,1336293156342534145,1336293156342534145,"RT @warikoo: No! 
Netflix wasn't free this weekend.
You paid for it!

Not with money though :)","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",False,,,,,,,,,,False,low,en,1607432090255,2422509198,2422509198,UdaiBhatt,"New Delhi, Delhi",I take people on experiential travel journeys @bucketlisttales Always in pursuit of travel experiences which positively impact local communities,False,False,46,412,Tue Apr 01 18:44:56 +0000 2014,warikoo,Ankur Warikoo,32379544,32379544,,,,,,
Tue Dec 08 12:54:50 +0000 2020,1336293156913078272,1336293156913078272,RT @ajplus: This Netflix film pays homage to Black neighborhoods in the U.S. and explores how they've been gentrified over the years. https…,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",False,,,,,,,,,,False,low,en,1607432090391,1664183372,1664183372,Mstrpocket,,nüfinesse |,False,False,404,462,Mon Aug 12 04:55:43 +0000 2013,ajplus,AJ+,110396781,110396781,,,,,,
Tue Dec 08 12:54:51 +0000 2020,1336293159891038208,1336293159891038208,"RT @LIKETOW0NDER: in 2020, we got a netflix documentary, a netflix concert film, an album and wonder residency performances. everyone say t…","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",False,,,,,,,,,,False,low,en,1607432091101,1033316682750730240,1033316682750730240,gngwonder,,"dear shawn mendes, ariana grande, taylor swift, camila cabello, selena gomez: if you're reading this, I love you | 2nd acc: @shawnloverremix",False,False,3798,3950,Sat Aug 25 11:34:30 +0000 2018,LIKETOW0NDER,ًvee • look up at the stars stan,962996567874600960,962996567874600960,,,,,,
Tue Dec 08 12:54:55 +0000 2020,1336293177007906823,1336293177007906823,RT @indoeigatochai: Netflix配信終了現時点15分前。アーミル・カーンプロダクションの作品が軒並み狙い打ちのように終了予定。なぜ😭。インドが抱えてる社会問題を扱いながらも、優しい目線ハッピーなエンディング（が多かったよな？）。それが、アーミル作品。鑑賞3…,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",False,,,,,,,,,,False,low,ja,1607432095182,1007813607474597889,1007813607474597889,o_no_gaisen,,最近はDahnush沼にずぶずふ。プラバースさんは神で主で唯一無二。ダヌシュさんは心の恋人。インド沼で毎日Happyな老女／ヘッダーは@sugwi様に作って頂きました,False,False,335,387,Sat Jun 16 02:34:23 +0000 2018,indoeigatochai,ちゃい,1312566559416545283,1312566559416545283,,,,,,
Tue Dec 08 12:54:55 +0000 2020,1336293179134410752,1336293179134410752,"RT @AyakaOkUNO: 皆さん❗️告知させて頂きます✨
12月10日、お昼の12時、Amazon Primeにて「なぎスケ！」と言う番組のライブ配信に出演させて頂きました❗️
草彅剛さん、ユースケ•サンタマリアさん、そして青山テルマちゃんとのテニス✨🎾
是非是非観て下さ…","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",False,,,,,,,,,,False,low,ja,1607432095689,929510472709107712,929510472709107712,NAKAMA922S,約束の場所⭐️,SMAP⭐️SMAPと同い年⭐️無言フォローOK！/無言フォロー失礼します/フォロー、いいね！ありがとうです😊新しい地図NAKAMA🍀楽しく自由に行こう！🌈Everythings gonna be alright🎼,False,False,469,548,Sun Nov 12 00:45:40 +0000 2017,AyakaOkUNO,Ayaka Okuno (奥野彩加),569647359,569647359,,,,,,
Tue Dec 08 12:54:56 +0000 2020,1336293182770880512,1336293182770880512,RT @FilmUpdates: WarnerMedia CEO Jason Kilar says the decision to debut new films on HBO Max was made for the fans: “If we start our days a…,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",False,,,,,,,,,,False,low,en,1607432096556,13837582,13837582,niccho,California,,False,False,482,302,Fri Feb 22 20:58:12 +0000 2008,FilmUpdates,Film Updates,1011312260805996547,1011312260805996547,,,,,,
Tue Dec 08 12:54:56 +0000 2020,1336293183299325952,1336293183299325952,"RT @chiie_premiums: 💯AFFORDABLE PREMIUM ACCOUNTS

📌NETFLIX PREMIUM 
📌Spotify Premium 

💸MOP: Gcash/Load (+35 - GLOBE ONLY)/7-Eleven

Other…","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",False,,,,,,,,,,False,low,en,1607432096682,1314466997736939520,1314466997736939520,_PickmeRiego,@weareEXO,old joining acc. @pickmejongin | this is my back up account please dont re roll🥺I SO LUCKY 🍀 #QueenSarah #Kinafnation GCASH: 09451490762,False,False,208,2816,Fri Oct 09 07:25:50 +0000 2020,chiie_premiums,CHIEE PREMIUMS | DM TO AVAIL💅,1326132905395908608,1326132905395908608,,,,,,
Tue Dec 08 12:54:57 +0000 2020,1336293187745325056,1336293187745325056,RT @3inchesofsnow: Netflix ทำให้เรากล้าดูหนังที่ไม่คิดจะไปดูในโรง และพอดูแล้วก็คิดว่าดีแล้วที่ตอนนั้นไม่ได้ดูในโรง,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",False,,,,,,,,,,False,low,th,1607432097742,2853250082,2853250082,vvwvvd,,,False,False,398,277,Sun Oct 12 14:34:39 +0000 2014,3inchesofsnow,3 Inches of Snow,25986919,25986919,,,,,,
Tue Dec 08 12:54:57 +0000 2020,1336293188517052417,1336293188517052417,"RT @alwaysbokchuu: 💌 ₱20 GCASH 

♡ follow @PremiumEnthu_
♡ like &amp; rt main + this 
♡ blue or grey?

Ends in 30 minutes!","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",False,,,,,,,,,,True,low,en,1607432097926,1308663063097212928,1308663063097212928,itsriego_,,"Main account: @KlareMo65794542 (restricted)
Back out Account: @itsriego_",False,False,163,279,Wed Sep 23 07:02:53 +0000 2020,alwaysbokchuu,chubs ♡,1279717389530087427,1279717389530087427,,,1.2863479120380273e+18,1286347912038027270,1286347912038027270,
Tue Dec 08 12:54:57 +0000 2020,1336293188517052417,1336293188517052417,"RT @alwaysbokchuu: 💌 ₱20 GCASH 

♡ follow @PremiumEnthu_
♡ like &amp; rt main + this 
♡ blue or grey?

Ends in 30 minutes!","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",False,,,,,,,,,,True,low,en,1607432097926,1308663063097212928,1308663063097212928,itsriego_,,"Main account: @KlareMo65794542 (restricted)
Back out Account: @itsriego_",False,False,163,279,Wed Sep 23 07:02:53 +0000 2020,PremiumEnthu_,Premium Enthusiasts,1282316322332798978,1282316322332798978,,,1.2863479120380273e+18,1286347912038027270,1286347912038027270,
Tue Dec 08 12:54:58 +0000 2020,1336293190740004865,1336293190740004865,"RT @buwanpremiums: SELLING AFFORDABLE PREMIUM ACCOUNT 🌙✨

—AVAIL NOW—

☾⋆ YOUTUBE
☾⋆ SPOTIFY
☾⋆ NETFLIX
☾⋆ VIU
☾⋆ IFLIX
☾⋆ PICSART GOLD
☾⋆…","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",False,,,,,,,,,,False,low,en,1607432098456,995790407391895552,995790407391895552,o0Seokjin,,,False,False,105,933,Sun May 13 22:18:28 +0000 2018,buwanpremiums,BUWAN PREMIUMS ☾⋆,1330678282535063552,1330678282535063552,,,,,,
Tue Dec 08 12:54:58 +0000 2020,1336293191293648896,1336293191293648896,RT @3inchesofsnow: Netflix ทำให้เรากล้าดูหนังที่ไม่คิดจะไปดูในโรง และพอดูแล้วก็คิดว่าดีแล้วที่ตอนนั้นไม่ได้ดูในโรง,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",False,,,,,,,,,,False,low,th,1607432098588,950184342612885504,950184342612885504,yaiyoyyy,"กรุงเทพมหานคร, ประเทศไทย",เรื่องบางเรื่องมันก็คำตอบไม่ได้ หรือ ไม่มีคำตอบตายตัว,False,False,26,102,Mon Jan 08 01:56:15 +0000 2018,3inchesofsnow,3 Inches of Snow,25986919,25986919,,,,,,
Tue Dec 08 12:54:59 +0000 2020,1336293194468794369,1336293194468794369,RT @JCWPhilippines: Lovestruck In The City posters now up on Netflix! 💖 https://t.co/ez8509ysk0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",False,,,,,,,,,,False,low,en,1607432099345,812187715860971521,812187715860971521,Chandria_Johnny,,KathNiel 💙💙,False,False,127,601,Fri Dec 23 06:46:55 +0000 2016,JCWPhilippines,Ji Chang Wook PH,755368290004770816,755368290004770816,,False,,,,
Tue Dec 08 12:54:59 +0000 2020,1336293195286601728,1336293195286601728,RT @3inchesofsnow: Netflix ทำให้เรากล้าดูหนังที่ไม่คิดจะไปดูในโรง และพอดูแล้วก็คิดว่าดีแล้วที่ตอนนั้นไม่ได้ดูในโรง,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",False,,,,,,,,,,False,low,th,1607432099540,964951617597403136,964951617597403136,namkhang99,ประเทศไทย,ชีวิตอยู่ได้ด้วยละคร,False,False,93,111,Sat Feb 17 19:56:08 +0000 2018,3inchesofsnow,3 Inches of Snow,25986919,25986919,,,,,,
Tue Dec 08 12:55:00 +0000 2020,1336293197333585921,1336293197333585921,"RT @horrorlosers: El tráiler de SWEET HOME es una BOMBA que mezcla THE MIST, DIE HARD y THE THING. La serie de terror de estas vacaciones a…","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",False,,,,,,,,,,False,low,es,1607432100028,559767956,559767956,Elektrum4410,,,False,False,137,489,Sat Apr 21 18:21:06 +0000 2012,horrorlosers,Horror Losers,2845145149,2845145149,,,,,,
Tue Dec 08 12:55:00 +0000 2020,1336293197568327680,1336293197568327680,"RT @chiie_premiums: 💯AFFORDABLE PREMIUM ACCOUNTS

📌NETFLIX PREMIUM 
📌Spotify Premium 

💸MOP: Gcash/Load (+35 - GLOBE ONLY)/7-Eleven

Other…","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",False,,,,,,,,,,False,low,en,1607432100084,1308106960898674699,1308106960898674699,wannawonn,"seventeen, my loves;","✨for joining giveaways only✨ she!her
backup:@WANNAW0NN
tag me anytime",False,False,341,2781,Mon Sep 21 18:13:13 +0000 2020,chiie_premiums,CHIEE PREMIUMS | DM TO AVAIL💅,1326132905395908608,1326132905395908608,,,,,,
Tue Dec 08 12:55:01 +0000 2020,1336293202278531072,1336293202278531072,RT @s1eezisdead: netflix be like “are you still there?” i dont even know anymore bro,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",False,,,,,,,,,,False,low,en,1607432101207,1174331976024608768,1174331976024608768,C_R_S_T_N,,Can't get no sleep 'cause my life is all action,False,False,32,890,Wed Sep 18 14:39:06 +0000 2019,s1eezisdead,KJ🥱,1301597534478118912,1301597534478118912,,,,,,
Tue Dec 08 12:55:02 +0000 2020,1336293206640750592,1336293206640750592,"RT @AnixisArts: A cozy night in with some Netflix and Nibbles, smol berry doggo beast and Lukas, its what he gets for smelling like pastrie…","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",False,,,,,,,,,,False,low,en,1607432102247,512535989,512535989,comandercody451,North Carolina,"I like music, movies, food my foogle Boyfriend and VIDEO GAMES. 8D

Also porn and streams get posted alot on my TL, you have been warned.",False,False,250,3355,Fri Mar 02 22:55:43 +0000 2012,AnixisArts,BerryBerry#BLM,708020489986256896,708020489986256896,,,,,,
Tue Dec 08 12:55:02 +0000 2020,1336293207894716418,1336293207894716418,"RT @gooomrt: Netflixにて本日から『人間失格』
中原中也＝森田剛
剛くんに対して疑心暗鬼だったスタッフさん達が剛くんの演技を見た瞬間一気に驚異の目に変わって皆がモニターの前に集まってきて｢これいいな｣ってなった話好き
古くから映画に関わっているスタッフさん達は…","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",False,,,,,,,,,,False,low,ja,1607432102546,916946525502169088,916946525502169088,HACHI_cos8,"本名は""はち""です",亀の進歩レイヤー/成人済&雑食人/APH(世界、蔵、葡)、ぶんご、風強(原作・アニメ)、刀、艦、FGO、弦音、鉄オル、鬼滅(アニメ・単行本・本誌)、ツイステ、etc…/誤字・脱字過多,False,False,138,151,Sun Oct 08 08:41:02 +0000 2017,gooomrt,𝒻𝓊 .,1172653905777266688,1172653905777266688,,,,,,
Tue Dec 08 12:55:02 +0000 2020,1336293209492877314,1336293209492877314,RT @adrianleija9: Quien quiere ver Disney+ ? ☺️ https://t.co/naAqhpQ72h,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",False,,,,,,,,,,False,low,es,1607432102927,1084672108511272960,1084672108511272960,Ruben572259161,,mi sonrisa,False,False,175,3332,Mon Jan 14 04:42:37 +0000 2019,adrianleija9,MANet ⭕️ (+18),1144485072092852224,1144485072092852224,,True,,,,
Tue Dec 08 12:55:03 +0000 2020,1336293211015286789,1336293211015286789,RT @3inchesofsnow: Netflix ทำให้เรากล้าดูหนังที่ไม่คิดจะไปดูในโรง และพอดูแล้วก็คิดว่าดีแล้วที่ตอนนั้นไม่ได้ดูในโรง,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",False,,,,,,,,,,False,low,th,1607432103290,367549713,367549713,kpiiixoiii,Thailand,🐻,False,False,98,409,Sun Sep 04 04:32:31 +0000 2011,3inchesofsnow,3 Inches of Snow,25986919,25986919,,,,,,
Tue Dec 08 12:55:03 +0000 2020,1336293212198236164,1336293212198236164,RT @arisandyyyy: « salut stp c'est quoi le mdp netflix pcq tu l'as changé » MDRRR parasite.,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",False,,,,,,,,,,False,low,fr,1607432103572,1226985679579734018,1226985679579734018,mvlee__,"Paris, France",#BLACKLIVESMATTER 🇬🇦🇧🇯🇨🇫,False,False,295,333,Mon Feb 10 21:46:05 +0000 2020,arisandyyyy,ari 🌞,1047776670327996416,1047776670327996416,,,,,,
Tue Dec 08 12:55:03 +0000 2020,1336293212655415296,1336293212655415296,"RT @slik_e: I’m travelling for two weeks... I wish I could leave my keys for someone to have a gateway at my place...
There’s food, drinks,…","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",False,,,,,,,,,,False,low,en,1607432103681,130893259,130893259,u_gee17,"Abuja, Nigeria","Free Bitcoin:
https://cryptotabbrowser.com/15435282",False,False,1635,1642,Thu Apr 08 17:05:08 +0000 2010,slik_e,E. K,1326950088397250561,1326950088397250561,,,,,,
Tue Dec 08 12:55:04 +0000 2020,1336293214085496839,1336293214085496839,RT @3inchesofsnow: Netflix ทำให้เรากล้าดูหนังที่ไม่คิดจะไปดูในโรง และพอดูแล้วก็คิดว่าดีแล้วที่ตอนนั้นไม่ได้ดูในโรง,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",False,,,,,,,,,,False,low,th,1607432104022,2383272337,2383272337,notcolorfullife,"Amphoe Mueang Chiang Rai, Changwat Chiang Rai",พยายามเรียนรู้ว่าเธอชอบหรือไม่ชอบอะไร แล้วในวันนี้ก็ได้รู้ว่าเธอไม่ชอบผม,False,False,150,298,Tue Mar 11 06:21:55 +0000 2014,3inchesofsnow,3 Inches of Snow,25986919,25986919,,,,,,
Tue Dec 08 12:55:04 +0000 2020,1336293217977810946,1336293217977810946,"RT @angelriegoo: Affordable Premium Accounts ☀️

—netflix
—spotify
—viu premium
—iflix
—youtube premium
—hbo max
—lightroom presets
—gramma…","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",False,,,,,,,,,,False,low,en,1607432104950,1297625253531668480,1297625253531668480,ynaluckyy,sikret,"Life Goes On,Lets Live On.
Gcash no:09202683501",False,False,134,1500,Sun Aug 23 20:02:49 +0000 2020,angelriegoo,Gel,2353786316,2353786316,,,,,,
Tue Dec 08 12:55:05 +0000 2020,1336293222214029312,1336293222214029312,"RT @angelriegoo: Affordable Premium Accounts ☀️

—netflix
—spotify
—viu premium
—iflix
—youtube premium
—hbo max
—lightroom presets
—gramma…","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",False,,,,,,,,,,False,low,en,1607432105960,895415703913635842,895415703913635842,chasebyuns,,@/muffinbyun is restricted pls don't re roll :(,False,False,19,639,Wed Aug 09 22:45:14 +0000 2017,angelriegoo,Gel,2353786316,2353786316,,,,,,
Tue Dec 08 12:55:06 +0000 2020,1336293223065513984,1336293223065513984,RT @3inchesofsnow: Netflix ทำให้เรากล้าดูหนังที่ไม่คิดจะไปดูในโรง และพอดูแล้วก็คิดว่าดีแล้วที่ตอนนั้นไม่ได้ดูในโรง,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",False,,,,,,,,,,False,low,th,1607432106163,825891690292539394,825891690292539394,antm_js,태기 순훈 승결 들상,‧⁺ 🛼슈가 민희 ꔛ 한결 청하 *﹆ 𝟚𝟘𝟘𝟙💥Hinode Kento and his Tarou 🐱,False,False,12,356,Mon Jan 30 02:21:38 +0000 2017,3inchesofsnow,3 Inches of Snow,25986919,25986919,,,,,,
Tue Dec 08 12:55:06 +0000 2020,1336293223547817987,1336293223547817987,"RT @PremiumEnthu_: ✨UPDATED PREMIUM ENTHUSIASTS PRICELIST ✨

✨ Netflix Premium
1month
Shared- ₱70
Solo- ₱250

✨ Spotify Premium
1month- ₱35…","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",False,,,,,,,,,,False,low,en,1607432106278,1335763658391965697,1335763658391965697,hahatite456,gcash # 09491657057,ako to si @hahatite123,False,False,10,391,Mon Dec 07 01:50:59 +0000 2020,PremiumEnthu_,Premium Enthusiasts,1282316322332798978,1282316322332798978,,,,,,
Tue Dec 08 12:55:07 +0000 2020,1336293226819461120,1336293226819461120,RT @3inchesofsnow: Netflix ทำให้เรากล้าดูหนังที่ไม่คิดจะไปดูในโรง และพอดูแล้วก็คิดว่าดีแล้วที่ตอนนั้นไม่ได้ดูในโรง,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",False,,,,,,,,,,False,low,th,1607432107058,1077248953920348161,1077248953920348161,fyujrxasahi,ᱹ  ﾟᚆ𓊪ᕀ  fyu- jr 🧩𓎆ᚐ 𐄀 ﾟᱹ,🐻🤍@fyujrxharuto jaehyukdaisyx’s fyiltxhyunsuk fyujrxjaehyuk qionbyasahix foxjrxjunkyu fyujrxjunkyu qionbyjaehyukx tailsbxasahi ilyxasahi,False,False,417,442,Mon Dec 24 17:05:39 +0000 2018,3inchesofsnow,3 Inches of Snow,25986919,25986919,,,,,,
